text,label
Дата выхода: 2021-08-20,Дата выхода
Дата выхода: 2022-09-08,Дата выхода
Дата выхода: 2022-12-07,Дата выхода
Дата выхода: 2022-10-14,Дата выхода
Дата выхода: 2022-10-19,Дата выхода
Дата выхода: 2021-11-04,Дата выхода
Дата выхода: 2021-08-24,Дата выхода
Дата выхода: 2022-08-12,Дата выхода
Дата выхода: 2022-05-09,Дата выхода
Дата выхода: 2022-07-18,Дата выхода
Дата выхода: 2022-06-17,Дата выхода
Дата выхода: 2022-10-15,Дата выхода
Дата выхода: 2021-10-18,Дата выхода
Дата выхода: 2022-07-19,Дата выхода
Дата выхода: 2022-05-10,Дата выхода
Дата выхода: 2022-08-17,Дата выхода
Дата выхода: 2021-08-02,Дата выхода
Дата выхода: 2022-12-08,Дата выхода
Дата выхода: 2022-03-22,Дата выхода
Дата выхода: 2022-01-21,Дата выхода
Дата выхода: 2022-03-29,Дата выхода
Дата выхода: 2021-09-08,Дата выхода
Дата выхода: 2021-06-07,Дата выхода
Дата выхода: 2022-07-06,Дата выхода
Дата выхода: 2021-07-06,Дата выхода
Дата выхода: 2021-06-24,Дата выхода
Дата выхода: 2022-06-02,Дата выхода
Дата выхода: 2022-11-02,Дата выхода
Дата выхода: 2021-06-16,Дата выхода
Дата выхода: 2022-06-28,Дата выхода
Дата выхода: 2022-10-18,Дата выхода
Дата выхода: 2021-08-16,Дата выхода
Дата выхода: 2022-07-29,Дата выхода
Дата выхода: 2022-11-17,Дата выхода
Дата выхода: 2022-08-30,Дата выхода
Дата выхода: 2021-10-27,Дата выхода
Дата выхода: 2022-02-25,Дата выхода
Дата выхода: 2022-03-07,Дата выхода
Дата выхода: 2021-10-15,Дата выхода
Дата выхода: 2022-03-30,Дата выхода
Дата выхода: 2021-07-05,Дата выхода
Дата выхода: 2021-08-04,Дата выхода
Дата выхода: 2022-04-15,Дата выхода
Дата выхода: 2022-12-23,Дата выхода
Дата выхода: 2022-05-20,Дата выхода
Дата выхода: 2022-05-18,Дата выхода
Дата выхода: 2022-02-23,Дата выхода
Дата выхода: 2021-06-04,Дата выхода
Дата выхода: 2022-09-27,Дата выхода
Дата выхода: 2022-12-28,Дата выхода
Дата выхода: 2022-07-05,Дата выхода
Дата выхода: 2021-09-26,Дата выхода
Дата выхода: 2022-06-22,Дата выхода
Дата выхода: 2021-08-06,Дата выхода
Дата выхода: 2021-06-22,Дата выхода
Дата выхода: 2021-06-23,Дата выхода
Дата выхода: 2022-10-24,Дата выхода
Дата выхода: 2022-10-30,Дата выхода
Дата выхода: 2021-06-11,Дата выхода
Дата выхода: 2022-12-27,Дата выхода
Дата выхода: 2021-08-09,Дата выхода
Дата выхода: 2022-12-30,Дата выхода
Дата выхода: 2021-08-12,Дата выхода
Дата выхода: 2022-04-24,Дата выхода
Дата выхода: 2022-05-12,Дата выхода
Дата выхода: 2022-01-25,Дата выхода
Дата выхода: 2022-01-14,Дата выхода
Дата выхода: 2022-06-08,Дата выхода
Дата выхода: 2022-06-13,Дата выхода
Дата выхода: 2022-08-26,Дата выхода
Дата выхода: 2021-08-10,Дата выхода
Дата выхода: 2022-08-04,Дата выхода
Дата выхода: 2021-09-13,Дата выхода
Дата выхода: 2022-09-09,Дата выхода
Дата выхода: 2022-02-09,Дата выхода
Дата выхода: 2022-02-17,Дата выхода
Дата выхода: 2022-10-17,Дата выхода
Дата выхода: 2022-11-01,Дата выхода
Дата выхода: 2022-07-01,Дата выхода
Дата выхода: 2022-07-26,Дата выхода
Дата выхода: 2022-11-10,Дата выхода
Дата выхода: 2022-08-02,Дата выхода
Дата выхода: 2021-07-27,Дата выхода
Дата выхода: 2022-04-07,Дата выхода
Дата выхода: 2022-05-17,Дата выхода
Дата выхода: 2022-03-04,Дата выхода
Дата выхода: 2022-11-14,Дата выхода
Дата выхода: 2022-02-21,Дата выхода
Дата выхода: 2022-12-05,Дата выхода
Дата выхода: 2022-12-02,Дата выхода
Дата выхода: 2021-10-29,Дата выхода
Дата выхода: 2022-12-09,Дата выхода
Дата выхода: 2022-05-05,Дата выхода
Дата выхода: 2022-09-13,Дата выхода
Дата выхода: 2022-11-08,Дата выхода
Дата выхода: 2022-03-28,Дата выхода
Дата выхода: 2022-09-20,Дата выхода
Дата выхода: 2022-11-15,Дата выхода
Дата выхода: 2021-06-30,Дата выхода
Дата выхода: 2022-07-25,Дата выхода
Дата выхода: 2021-08-23,Дата выхода
Дата выхода: 2022-10-21,Дата выхода
Дата выхода: 2021-07-07,Дата выхода
Дата выхода: 2021-07-15,Дата выхода
Дата выхода: 2022-01-27,Дата выхода
Дата выхода: 2021-11-05,Дата выхода
Дата выхода: 2022-06-23,Дата выхода
Дата выхода: 2022-06-15,Дата выхода
Дата выхода: 2021-07-14,Дата выхода
Дата выхода: 2022-06-27,Дата выхода
Дата выхода: 2022-04-28,Дата выхода
Дата выхода: 2022-04-18,Дата выхода
Дата выхода: 2021-06-17,Дата выхода
Дата выхода: 2022-01-07,Дата выхода
Дата выхода: 2022-01-06,Дата выхода
Дата выхода: 2022-05-31,Дата выхода
Дата выхода: 2021-07-21,Дата выхода
Дата выхода: 2022-12-06,Дата выхода
Дата выхода: 2021-06-15,Дата выхода
Дата выхода: 2022-02-08,Дата выхода
Дата выхода: 2022-08-10,Дата выхода
Дата выхода: 2022-08-03,Дата выхода
Дата выхода: 2021-07-22,Дата выхода
Дата выхода: 2021-08-05,Дата выхода
Дата выхода: 2022-12-01,Дата выхода
Дата выхода: 2022-08-29,Дата выхода
Дата выхода: 2022-06-14,Дата выхода
Дата выхода: 2022-09-28,Дата выхода
Дата выхода: 2021-10-25,Дата выхода
Дата выхода: 2021-10-19,Дата выхода
Дата выхода: 2022-05-23,Дата выхода
Дата выхода: 2022-04-27,Дата выхода
Дата выхода: 2022-08-22,Дата выхода
Дата выхода: 2021-07-28,Дата выхода
Дата выхода: 2021-08-17,Дата выхода
Дата выхода: 2022-09-21,Дата выхода
Дата выхода: 2022-03-23,Дата выхода
Дата выхода: 2022-05-25,Дата выхода
Дата выхода: 2021-06-25,Дата выхода
Дата выхода: 2022-08-15,Дата выхода
Дата выхода: 2022-02-18,Дата выхода
Дата выхода: 2022-07-22,Дата выхода
Дата выхода: 2022-08-11,Дата выхода
Дата выхода: 2022-10-31,Дата выхода
Дата выхода: 2021-06-29,Дата выхода
Дата выхода: 2022-01-20,Дата выхода
Дата выхода: 2022-05-24,Дата выхода
Дата выхода: 2022-06-24,Дата выхода
Дата выхода: 2022-11-18,Дата выхода
Дата выхода: 2022-06-21,Дата выхода
Дата выхода: 2022-11-23,Дата выхода
Дата выхода: 2022-03-03,Дата выхода
Дата выхода: 2022-07-13,Дата выхода
Дата выхода: 2022-12-20,Дата выхода
Дата выхода: 2021-08-11,Дата выхода
Дата выхода: 2022-11-25,Дата выхода
Дата выхода: 2022-03-24,Дата выхода
Дата выхода: 2022-09-23,Дата выхода
Дата выхода: 2022-10-25,Дата выхода
Дата выхода: 2022-10-12,Дата выхода
Дата выхода: 2021-10-08,Дата выхода
Дата выхода: 2022-04-22,Дата выхода
Дата выхода: 2022-11-21,Дата выхода
Дата выхода: 2022-03-02,Дата выхода
Дата выхода: 2021-10-21,Дата выхода
Дата выхода: 2022-08-01,Дата выхода
Дата выхода: 2021-06-08,Дата выхода
Дата выхода: 2022-07-08,Дата выхода
Дата выхода: 2022-06-30,Дата выхода
Дата выхода: 2022-03-08,Дата выхода
Дата выхода: 2021-09-15,Дата выхода
Дата выхода: 2021-10-20,Дата выхода
Дата выхода: 2022-02-15,Дата выхода
Дата выхода: 2021-09-17,Дата выхода
Дата выхода: 2022-03-10,Дата выхода
Дата выхода: 2021-08-27,Дата выхода
Дата выхода: 2022-08-23,Дата выхода
Дата выхода: 2022-03-21,Дата выхода
Дата выхода: 2022-04-20,Дата выхода
Дата выхода: 2021-11-02,Дата выхода
Дата выхода: 2021-07-29,Дата выхода
Дата выхода: 2022-05-27,Дата выхода
Дата выхода: 2021-09-30,Дата выхода
Дата выхода: 2022-03-18,Дата выхода
Дата выхода: 2022-09-24,Дата выхода
Дата выхода: 2022-11-07,Дата выхода
Дата выхода: 2022-10-10,Дата выхода
Дата выхода: 2021-06-21,Дата выхода
Дата выхода: 2021-08-26,Дата выхода
Дата выхода: 2022-02-22,Дата выхода
Дата выхода: 2021-09-14,Дата выхода
Дата выхода: 2022-05-11,Дата выхода
Дата выхода: 2022-08-16,Дата выхода
Дата выхода: 2022-07-28,Дата выхода
Дата выхода: 2022-09-01,Дата выхода
Дата выхода: 2022-08-09,Дата выхода
Дата выхода: 2022-02-24,Дата выхода
Дата выхода: 2021-07-02,Дата выхода
Дата выхода: 2022-02-28,Дата выхода
Дата выхода: 2022-05-06,Дата выхода
Дата выхода: 2022-07-15,Дата выхода
Дата выхода: 2022-08-19,Дата выхода
Дата выхода: 2021-09-24,Дата выхода
Дата выхода: 2021-09-22,Дата выхода
Дата выхода: 2022-12-29,Дата выхода
Дата выхода: 2021-10-14,Дата выхода
Дата выхода: 2021-07-16,Дата выхода
Дата выхода: 2022-01-24,Дата выхода
Дата выхода: 2022-09-07,Дата выхода
Дата выхода: 2021-06-18,Дата выхода
Дата выхода: 2022-06-06,Дата выхода
Результаты тайфуновой перестройки на заводе MX в Нинде (третий тендер),Название проекта (Описание)
Реконструкция вентилятора на заводе MX (третий тендер) (номер тендера: CGN-,Название проекта (Описание)
Проект: Реконструкция тайфуна на заводе MX в Нинде (третий тендер),Название проекта (Описание)
"BOH, BBX/BBC/BBD/BBY, BCM, BBJ",Название проекта (Описание)
"BOH, BBX/BBC/BBD/BBY, BCM, BBJ (запрос No: CGN-BBJ)",Название проекта (Описание)
"Название проекта: BOH, BBX/BBC/BBD/BBY, BCM, BBJ",Название проекта (Описание)
Результаты проекта по ремонту крыш на заводе в Нинде в 2023 году,Название проекта (Описание)
Проект модернизации строительного крышка на заводе Бенедикта 2023 года (номер тендера: CGN-20230425007) для определения медианы проекта,Название проекта (Описание)
Проект: Проект по модернизации строительного крышка в Нинде 2023,Название проекта (Описание)
Результаты проекта комплексного планирования строительства вокруг здания BX,Название проекта (Описание)
Проект комплексного планирования строительства (перезакупка) вокруг здания BX (номер тендера: CGN-20230110010-N1),Название проекта (Описание)
Проект: Проект комплексного планирования по периметру здания BX (перезакупка),Название проекта (Описание)
Результаты работ по ремонту жилых помещений на берегу реки Янцзы,Название проекта (Описание)
Проект по ремонту жилых помещений в Яньцзяне,Название проекта (Описание)
MX и PX оснащаются строительными контрактами на повышение потенциала,Название проекта (Описание)
Контракт на строительство проекта MX и PX для повышения пропускной способности (запрос No CGN-20230724001),Название проекта (Описание)
Проект: MX и PX-комнатная станция для повышения проектного потенциала,Название проекта (Описание)
Проект оборудования,Название проекта (Описание)
Проект строительства временного офисного здания на 40-метровой платформе BJ,Название проекта (Описание)
Временное офисное здание платформы BJ на 40-метровой платформе (номер тендера: CGN-202205110018) для определения проекта,Название проекта (Описание)
Название проекта: Временное офисное здание на 40-метровой платформе BJ,Название проекта (Описание)
Проект модернизации 3MX и 9PX (третий повторный тендер) (CGN-,Название проекта (Описание)
Наименование проекта: проект модернизации 3MX и 9PX (третий повторный тендер),Название проекта (Описание)
Передача на внешний подряд услуг по проектному оборудованию (пункт I),Название проекта (Описание)
Передача на внешний подряд услуг по проектному оборудованию в рамках проекта BJ (пункт 1) (номер тендера: CGN-202205180004-N1) для определения проекта,Название проекта (Описание)
Наименование проекта: аутсорсинг услуг по проектному оборудованию (пункт I),Название проекта (Описание)
"Платформа, ветряная инфраструктура в пункте A",Название проекта (Описание)
Результаты коррективных ремонтных работ на обычном острове и в BOP,Название проекта (Описание)
Результаты проекта по ремонтно-строительным работам на нетехническом заводе за пределами UD 2023-2024,Название проекта (Описание)
Проект по ремонту и ремонту нетехнических производственных зданий вне здания UD на 2023-2024 гг.,Название проекта (Описание)
Результаты 2-го конкурса генерального подряда на строительство третьего этапа проекта по производству и монтажу HLF в Гуандуне,Название проекта (Описание)
2-й конкурс генерального подряда на строительство трех объектов по производству и комплектованию HLF в Гуандуне (номер тендера: CGN-),Название проекта (Описание)
Проект: 2-й конкурс генерального подряда на проведение строительных работ по третьему проекту строительства завода по производству и монтажу HLF в Гуандуне,Название проекта (Описание)
Проект по вторжению оборудования в блок 1 и 2,Название проекта (Описание)
"Реконструкция здания китайской и китайской ядерной инженерии (пункт 2) (номер тендера: CGN-20190927001), выбранный заказчик",Название проекта (Описание)
Проект установки объектов проекта &quot; Гуандун &quot; (пункт I),Название проекта (Описание)
Инсталляция объектов проекта LF в Гуандуне (пункт I) (номер тендера: CGN-20211216003) для определения проекта,Название проекта (Описание)
Наименование проекта: проект установки объектов проекта LF в Гуандуне (пункт I),Название проекта (Описание)
Результаты проекта по переработке комплектов оборудования (пункт 4),Название проекта (Описание)
Проект строительства забора на границе на базе в Нинде,Название проекта (Описание)
Название проекта: Проект строительства ограждения границы на базе в Нинде,Название проекта (Описание)
Проект компенсационного оборудования,Название проекта (Описание)
Результаты работ на мосту BZ и мосту Сити,Название проекта (Описание)
Проект расширения (перезагрузки) центра хранения и обработки данных компании &lt; &lt; Залив &gt; &gt;,Название проекта (Описание)
Наименование проекта: проект расширения помещений центра хранения и обработки данных компании &lt; &lt; Гранд-Бей &gt; &gt; (перезаключение),Название проекта (Описание)
Название проекта: Эксплуатационные услуги по проектному оборудованию (пункт 2),Название проекта (Описание)
"Платформа, матрицы B",Название проекта (Описание)
Проект строительства склада А и крупногабаритного оборудования ТГ,Название проекта (Описание)
Проект по строительству склада А и ТГ (заказ No CGN-20220413001),Название проекта (Описание)
Наименование проекта: строительство склада А для ТГ,Название проекта (Описание)
Проект по производству процентного оборудования,Название проекта (Описание)
Проект по ремонту и ремонту жилых помещений в бассейне реки Янцзы,Название проекта (Описание)
Проект строительства ворот в порту Гуанси,Название проекта (Описание)
Название проекта: Проект строительства дверей атомной электростанции в порту Гуанси,Название проекта (Описание)
Проект по торгам на строительство центра хранения и обработки данных BX II,Название проекта (Описание)
Проект тендера на строительство центра хранения и обработки данных BX второго поколения (запрос No CGN-20220415001),Название проекта (Описание)
Наименование проекта: торги на строительство центра хранения и обработки данных BX II,Название проекта (Описание)
Объяснение результатов работ по реконструкции центра деятельности в Южном секторе,Название проекта (Описание)
Проект: Реконструкция центра деятельности в Южном секторе,Название проекта (Описание)
Проект строительства объектов инфраструктуры BZ,Название проекта (Описание)
Результаты 2-го тендера на строительство лаборатории передовых материалов,Название проекта (Описание)
Проект: 2-й конкурс на строительство лаборатории передовых материалов,Название проекта (Описание)
Проект установки объектов проекта &quot; Гуандун &quot; (пункт III),Название проекта (Описание)
Инсталляция объектов проекта LF в Гуандуне (пункт III) (номер тендера: CGN-20211216005) для определения проекта,Название проекта (Описание)
Наименование проекта: проект установки объектов проекта LF в Гуандуне (пункт III),Название проекта (Описание)
Ремонтно-ремонтные работы на обычных островах и BOP 2023-2026,Название проекта (Описание)
Проект по ремонту обычных островов и BOP на 2023-2026 гг.,Название проекта (Описание)
Название проекта: Проект по ремонту обычных островов и BOP на 2023-2026 годы,Название проекта (Описание)
Информация о результатах проекта по перезакупке (перезакупка) в Центре управления капитальным ремонтом в Янцзе,Название проекта (Описание)
Проект: реорганизованный проект закупок в Центре управления капитальным ремонтом в Янцзе (перезакупка),Название проекта (Описание)
Реконструкция этого здания (три пункта) (номер тендера: CGN-20190927002) идентифицирован,Название проекта (Описание)
Результаты проекта по переоборудованию конференц-зала 2701 в южном здании Японского комплекса,Название проекта (Описание)
Проект по переоборудованию зала заседаний 2701 в южном здании этого здания (Конференция No CGN-20230324005) для определения проекта,Название проекта (Описание)
"Проект по переоборудованию конференц-залов, таких как 2701 южный этаж здания Хиросимы",Название проекта (Описание)
Проект BOP,Название проекта (Описание)
Проект строительства выставочного зала,Название проекта (Описание)
Название проекта: Проект строительства выставочного зала,Название проекта (Описание)
Проект установки объектов проекта &lt; &lt; Гуандун &gt; &gt;,Название проекта (Описание)
Инсталляция объектов проекта LF в Гуандуне (пункт 2 тендера) (номер тендера: CGN-202112160004) для определения проекта.,Название проекта (Описание)
Наименование проекта: Инструкция по установке объектов проекта Hongongong LF (пункт II),Название проекта (Описание)
Результаты проекта строительства укрепленного моста Мацумото на специальном заводе в Нинде,Название проекта (Описание)
Проект строительства укрепленного моста Мацумото на специально оборудованном заводе в Бенедикте (запрос No CGN-20211116002),Название проекта (Описание)
Проект строительства укрепленного моста Мацумото на специальном заводе в Нинде,Название проекта (Описание)
Инжиниринг моста в Нинде,Название проекта (Описание)
Оборудование системы хранения и распределения газа на заводе LOT8 в рамках проекта SK (номер тендера: CGN-20230518001) для определения проекта,Название проекта (Описание)
Название проекта: Оборудование для хранения и распределения газа на заводе &quot; СК &quot; LOT8,Название проекта (Описание)
Financial Port B15 производственных комплектов для ремонта жилья,Название проекта (Описание)
Финансовый порт B15 для производства комплектов для ремонта жилых помещений (номер тендера: CGN-,Название проекта (Описание)
2-й проект строительства центра управления электроэнергией Янцзы,Название проекта (Описание)
Название проекта: Строительный центр 2 Янцзы,Название проекта (Описание)
Объявленные результаты были объявлены в ходе 2-го тендера на проект строительства комплексной системы профессиональной подготовки в Нинде,Название проекта (Описание)
2-й тендер на проект строительства интегрированной системы подготовки кадров для здания JH в Беннинге (номер тендера: CGN-202205120001-N1),Название проекта (Описание)
Проект: 2-й конкурс на проект строительства комплексной системы подготовки кадров на базе здания JH в Нинде,Название проекта (Описание)
Строительные работы по ремонту Восточного центра (CGN-202212010001),Название проекта (Описание)
Название проекта: Строительные работы в Центре Света,Название проекта (Описание)
Проект «Закупка проекта по ремонту и проектированию наружной сети в зоне жизни работников 2023 года» (запрос No:,Название проекта (Описание)
Конструкция и строительство строительного оборудования для установки и установки (номер тендера: CGN-202305190020),Название проекта (Описание)
Проект по ремонту на Японском острове 2023-2026 годы,Название проекта (Описание)
"2-й этап проекта по ремонту на Японском острове в 2023-2026 годах (номер тендера: CGN-20221019003), определяющий",Название проекта (Описание)
Название проекта: Проект по ремонту на Ядерном острове 2023-2026 гг.,Название проекта (Описание)
"Проект &lt; &lt; Технология производства &gt; &gt; , BBX",Название проекта (Описание)
Проект BBX по технологическому строительству в рамках проекта HLF (номер тендера: CGN-202208310003) для определения проекта,Название проекта (Описание)
Наименование проекта: строительство BBX технического офиса проекта HLF,Название проекта (Описание)
Проект &lt; &lt; Ключевые зоны разлома &gt; &gt; в районе проекта LN,Название проекта (Описание)
Название проекта: Ключевые разломы в районе проекта LN,Название проекта (Описание)
Проект по ремонту стендов на базе CGN-202305190022 на базе CGN-202305190022,Название проекта (Описание)
Обнародование результатов генерального подряда на строительство объектов по производству и монтажу HLF в Гуандуне,Название проекта (Описание)
Генеральный контракт на строительство объектов по производству и комплектованию HLF в Гуандуне (номер тендера: CGN-,Название проекта (Описание)
Проект строительства второго склада проекта HLF,Название проекта (Описание)
Название проекта: Строительство второго склада проекта HLF,Название проекта (Описание)
Интенсивный проект по переоснащению комплектов оборудования (пункт 2),Название проекта (Описание)
Проект реорганизации центра управления производством на базе &lt; &lt; Порт-оф-Спейн &gt; &gt;,Название проекта (Описание)
Название проекта: Проект по перестройке центра управления производством на базе &lt; &lt; Порт-оф-Спейн &gt; &gt;,Название проекта (Описание)
Проект по ремонту здания 2 в Яньцзяне,Название проекта (Описание)
Проект модернизации центра управления чрезвычайными ситуациями (перезакупка),Название проекта (Описание)
Проект модернизации центра управления чрезвычайными ситуациями в Китае (перезапрос) (номер тендера: CGN-20210430003-N1),Название проекта (Описание)
Название проекта: Проект модернизации центра управления чрезвычайными ситуациями в Китае и Китае (перезаключение предложений),Название проекта (Описание)
"Результаты проекта строительства участка C-10 в центре города Лун-Бей, Вэньчжоу",Название проекта (Описание)
"Проект строительства участка C-10 в центре города Лун-Бей, Бен-Ванчжоу (заявление No CGN-202104290010) для определения участников проекта",Название проекта (Описание)
"Проект строительства участка C-10 в центре города Лун-Бей, Вэньчжоу",Название проекта (Описание)
Название проекта: Эксплуатационные услуги по проектному оборудованию LF (пункт I),Название проекта (Описание)
Проект: проект по циркуляции дорог в районе Гуанси,Название проекта (Описание)
Проект гражданского строительства в Гуанси,Название проекта (Описание)
(Контингент: CGN-202201270010-N2),Прочее
(CGN-202209010002),Прочее
(Контингент: CGN-20220704007-N1),Прочее
(переторгнутый) (номер тендера: CGN-20220704007-N1) для определения этого подпункта,Прочее
(Контингент: CGN-202206140012-N1),Прочее
(Контингент: CGN-202303150005-N2),Прочее
(Контингент: CGN-202201210003-N1),Прочее
(Контингент: CGN-202301170002-N1),Прочее
(CGN-20230224002-N1),Прочее
(Контингент: CGN-202206140002-N1),Прочее
(Контингент: CGN-202203230015-N1),Прочее
(Контингент: CGN-202301110010-N1),Прочее
(Контингент: CGN-202301160008-N1),Прочее
(Контингент: CGN-20190919001-N1),Прочее
(Контингент: CGN-20220330007-N1),Прочее
(Контингент: CGN-202303010005-N1),Прочее
(Контингент: CGN-202301120001-N1),Прочее
(Контингент: CGN-202207210009-N1),Прочее
(Контингент: CGN-202112070003-N1),Прочее
(Контингент: CGN-202209190009-N1),Прочее
(Контингент: CGN-202206230003-N1),Прочее
(Контингент: CGN-202209280012-N1),Прочее
(Контингент: CGN-20220720002-N3),Прочее
(Контингент: CGN-202102040003-N1),Прочее
(Контингент: CGN-202208160002-N1),Прочее
(Контингент: CGN-202304240019-N1),Прочее
(Контингент: CGN-202304230004-N1),Прочее
(Контингент: CGN-202208170001-N1),Прочее
(Контингент: CGN-202109160002-N1),Прочее
(Контингент: CGN-20220110002-N1),Прочее
(Контингент: CGN-202303150014-N1),Прочее
(Контингент: CGN-202208310005-N1),Прочее
(Контингент: CGN-202206280002-N1),Прочее
(Контингент: CGN-202212070002-N1),Прочее
(Контингент: CGN-202104190003-N1),Прочее
(Контингент: CGN-202109170008-N1),Прочее
(Контингент: CGN-20211105001-N2),Прочее
(Контингент: CGN-202304270012-N1),Прочее
(Контингент: CGN-20220920001-N1),Прочее
(Контингент: CGN-202210190005-N1),Прочее
(Контингент: CGN-202304130005-N2),Прочее
(Контингент: CGN-202103250004-N1),Прочее
(Контингент: CGN-202104080007-N1),Прочее
(Контингент: CGN-202105180006-N1),Прочее
(Контингент: CGN-202104210003-N1),Прочее
(Контингент: CGN-202303230001-N1),Прочее
(Контингент: CGN-202204260005-N2),Прочее
(Контингент: CGN-20230605001-N1),Прочее
(Контингент: CGN-202208230001-N1),Прочее
(Контингент: CGN-202210130001-N1),Прочее
(Контингент: CGN-20220330006-N1),Прочее
(Контингент: CGN-20220105001-N2),Прочее
(Контингент: CGN-202206150001-N1),Прочее
(Контингент: CGN-202204240004-N2),Прочее
(Контингент: CGN-202205260010-N1),Прочее
2023-2025 гг. (заявление No CGN-202303310006),Прочее
(Контингент: CGN-20220609002-N2),Прочее
(Контингент: CGN-202112160012-N1),Прочее
(Контингент: CGN-20220210004-N1),Прочее
(Контингент: CGN-202207250005-N2),Прочее
(Контингент: CGN-202209260009-N1),Прочее
(Контингент: CGN-20220920006-N2),Прочее
(Контингент: CGN-20210507001-N1),Прочее
CGN-202304002 для определения настоящей статьи,Прочее
(Контингент: CGN-202304240010-N1),Прочее
(Контингент: CGN-202206140011-N1),Прочее
(Контингент: CGN-202303170003-N1),Прочее
(Контингент: CGN-202304030004-N1),Прочее
(Контингент: CGN-202208230002-N1),Прочее
(Контингент: CGN-201909110001-N1),Прочее
(Контингент: CGN-202301030002-N1),Прочее
(Контингент: CGN-202303280005-N1),Прочее
(Контингент: CGN-202205120001-N1),Прочее
(Контингент: CGN-202305170003-N1),Прочее
(Контингент: CGN-202203110001-N1),Прочее
(Контингент: CGN-202204060004-N1),Прочее
(Контингент: CGN-202210260004-N1),Прочее
(Контингент: CGN-20220509004-N1),Прочее
(Контингент: CGN-202205260005-N1),Прочее
(Контингент: CGN-202104270004-N2),Прочее
(Контингент: CGN-202104120001-N2),Прочее
(Контингент: CGN-202303010008-N2),Прочее
(Контингент: CGN-202111170004-N1),Прочее
(Контингент: CGN-202303230004-N1),Прочее
(переторгнутый) (номер тендера: CGN-20220720004-N1),Прочее
(Контингент: CGN-20230406001-N1),Прочее
(Контингент: CGN-20221020007-N1),Прочее
(Контингент: CGN-202111170005-N1),Прочее
(Контингент: CGN-202110140002-N1),Прочее
(Контингент: CGN-202201250001-N1),Прочее
(Контингент: CGN-20230309002-N1),Прочее
(Контингент: CGN-20220920007-N1),Прочее
(Контингент: CGN-202103250001-N1),Прочее
(Контингент: CGN-202207270009-N1),Прочее
(Контингент: CGN-202211300003-N1),Прочее
(Контингент: CGN-202302210002-N1),Прочее
(Контингент: CGN-202303060009-N1),Прочее
(Контингент: CGN-202103010002-N2),Прочее
(Контингент: CGN-20220920003-N1),Прочее
(Контингент: CGN-202305180007-N1),Прочее
(Контингент: CGN-202206140014-N1),Прочее
(Контингент: CGN-202203030001-N2),Прочее
(Контингент: CGN-202301190004-N1),Прочее
(Контингент: CGN-202302160002-N1),Прочее
(Контингент: CGN-20201130002-N1),Прочее
(Контингент: CGN-202203010003-N1),Прочее
(Контингент: CGN-202206080001-N1),Прочее
(Контингент: CGN-20230706002-N1),Прочее
(Контингент: CGN-202103240002-N1),Прочее
(Контингент: CGN-202205260011-N1),Прочее
(Контингент: CGN-20211129001-N1),Прочее
Китай: Китайская ядерная промышленность 23 строительства,"Покупатель, заказчик"
Китай: Китайская ядерная промышленность,"Покупатель, заказчик"
Приглашение: Китайская академия ядерных исследований,"Покупатель, заказчик"
Ведущий: China &amp; Co. Ltd.,"Покупатель, заказчик"
Участники торгов: China and China (Пекин),"Покупатель, заказчик"
Китай: Пекинская муниципальная больница по профилактике и лечению профессиональных заболеваний,"Покупатель, заказчик"
Участник: China Solar Corporation,"Покупатель, заказчик"
Китай и Китай (Пекин),"Покупатель, заказчик"
Покупатель: China &apos; s Solar Co.,"Покупатель, заказчик"
Участник: China &apos; s Remote,"Покупатель, заказчик"
Покупатель: Китайская ядерная изотопная технология (ГЯН),"Покупатель, заказчик"
Приглашение: Китайская атомная кухня,"Покупатель, заказчик"
Участник: China Solar Chamber Ltd,"Покупатель, заказчик"
Китай: Пекин,"Покупатель, заказчик"
Участник: China Solar (China) Ltd.,"Покупатель, заказчик"
Продюсер: Сертификат металлургии,"Покупатель, заказчик"
Покупатель: Китайская ядерная солнечная энергетика (Кио),"Покупатель, заказчик"
Участник: China Solar Successor,"Покупатель, заказчик"
Партнеры: China &apos; s Environmental Systems,"Покупатель, заказчик"
Участники торгов: China Southern Co. Ltd. Dun State Company,"Покупатель, заказчик"
Продюсер: Пекин Небо и Тинн,"Покупатель, заказчик"
Участники: &lt; &lt; Четверка &gt; &gt; в Пекине,"Покупатель, заказчик"
Участник: China &apos; s Shipping Company,"Покупатель, заказчик"
Участник: China &apos; s China &apos; s huaning,"Покупатель, заказчик"
China Southern,"Покупатель, заказчик"
Производители: Китайская железная дорога,"Покупатель, заказчик"
Участник: China Solar Technology Company Limited,"Покупатель, заказчик"
Средние участники: Китайская проектная компания,"Покупатель, заказчик"
Приглашение: Китайская ядерная (Пекин) новая энергетическая технология,"Покупатель, заказчик"
